================================================================================
DETAILED LATENCY REPORT
================================================================================
Rank  Name                                              Latency   Region  Score   
318   S5公益优选 | 🇦🇹 奥地利 06 | 152.53.111.219:443           456ms     OTHER   0.3812  
319   S5公益优选 | 🇦🇹 奥地利 03 | 159.195.115.30:443           456ms     OTHER   0.3473  
320   S5公益优选 | 🇱🇻 拉脱维亚 01 | 188.130.154.155:443         456ms     OTHER   0.3016  
321   S5公益优选 | 🇧🇬 保加利亚 15 | 94.72.140.210:443           457ms     OTHER   0.3893  
322   S5公益优选 | 🇩🇰 丹麦 03 | 92.113.145.132:443            457ms     OTHER   0.3592  
323   S5公益优选 | 🇧🇬 保加利亚 12 | 91.215.153.162:443          457ms     OTHER   0.3518  
324   S5公益优选 | 🇵🇱 波兰 18 | 193.124.41.236:443            457ms     OTHER   0.3197  
325   S5公益优选 | 🇦🇹 奥地利 18 | 152.53.110.45:443            458ms     OTHER   0.3606  
326   S5公益优选 | 🇨🇿 捷克 17 | 92.61.71.112:443              458ms     OTHER   0.3557  
327   S5公益优选 | 🇧🇬 保加利亚 05 | 91.215.154.80:443           458ms     OTHER   0.3546  
328   S5公益优选 | 🇮🇹 意大利 03 | 179.255.190.21:443           458ms     OTHER   0.3486  
329   S5公益优选 | 🇦🇹 奥地利 11 | 152.53.110.2:443             459ms     OTHER   0.3899  
330   S5公益优选 | 🇱🇻 拉脱维亚 12 | 176.126.162.160:443         459ms     OTHER   0.3793  
331   S5公益优选 | 🇧🇬 保加利亚 07 | 82.118.230.42:8443          459ms     OTHER   0.3568  
332   S5公益优选 | 🇪🇪 爱沙尼亚 18 | 188.255.236.84:2087         459ms     OTHER   0.3548  
333   S5公益优选 | 🇦🇹 奥地利 19 | 77.110.110.212:8443          459ms     OTHER   0.3247  
334   S5公益优选 | 🇩🇰 丹麦 09 | 92.113.146.87:8443            459ms     OTHER   0.3226  
335   S5公益优选 | 🇦🇹 奥地利 04 | 152.53.67.83:443             460ms     OTHER   0.3742  
336   S5公益优选 | 🇱🇻 拉脱维亚 05 | 188.220.205.59:443          460ms     OTHER   0.3576  
337   S5公益优选 | 🇪🇸 西班牙 17 | 194.154.28.227:443           460ms     OTHER   0.3486  
338   S5公益优选 | 🇫🇮 芬兰 18 | 212.237.219.229:443           460ms     OTHER   0.3090  
339   S5公益优选 | 🇱🇻 拉脱维亚 11 | 185.237.219.224:8443        460ms     OTHER   0.3074  
340   S5公益优选 | 🇦🇹 奥地利 09 | 152.53.3.38:443              461ms     OTHER   0.3938  
341   S5公益优选 | 🇫🇮 芬兰 03 | 87.58.145.255:443             461ms     OTHER   0.3819  
342   S5公益优选 | 战斗毛子 | RU | 185.179.82.201:443           461ms     RU      0.3530  
343   S5公益优选 | 🇦🇹 奥地利 13 | 152.53.111.169:443           461ms     OTHER   0.3430  
344   天诚优选1 | 宝岛正妹 | TW | 64.49.28.77:8443              462ms     TW      0.3717  
345   S5公益优选 | 🇫🇮 芬兰 12 | 193.163.170.26:443            462ms     OTHER   0.3043  
346   S5公益优选 | 🇦🇹 奥地利 16 | 152.53.67.190:443            463ms     OTHER   0.3331  
347   S5公益优选 | 🇪🇪 爱沙尼亚 04 | 144.31.170.4:443            463ms     OTHER   0.3242  
348   LV-31.59.106.71:443                               463ms     OTHER   0.3148  
349   S5公益优选 | 🇦🇹 奥地利 15 | 152.53.3.249:2096            464ms     OTHER   0.3996  
350   S5公益优选 | 🇵🇱 波兰 11 | 95.85.255.220:2083            464ms     OTHER   0.3274  
351   S5公益优选 | 🇪🇪 爱沙尼亚 13 | 46.36.219.229:8443          464ms     OTHER   0.3246  
352   S5公益优选 | 🇪🇪 爱沙尼亚 05 | 5.45.119.170:8443           464ms     OTHER   0.3205  
353   S5公益优选 | 🇪🇪 爱沙尼亚 16 | 159.253.23.52:443           465ms     OTHER   0.3799  
354   S5公益优选 | 🇩🇰 丹麦 04 | 45.153.48.236:8443            465ms     OTHER   0.3374  
355   S5公益优选 | 🇳🇴 挪威 02 | 194.68.32.99:443              465ms     OTHER   0.3311  
356   S5公益优选 | 🇱🇹 立陶宛 14 | 195.238.126.150:443          465ms     OTHER   0.3223  
357   S5公益优选 | 🇱🇻 拉脱维亚 02 | 217.60.0.168:8443           465ms     OTHER   0.3151  
358   S5公益优选 | 🇦🇹 奥地利 08 | 159.195.113.79:8443          466ms     OTHER   0.3149  
359   S5公益优选 | 🇦🇹 奥地利 07 | 152.53.112.170:2053          467ms     OTHER   0.3821  
360   S5公益优选 | 🇩🇰 丹麦 02 | 92.113.146.87:443             467ms     OTHER   0.3348  
361   S5公益优选 | 🇧🇬 保加利亚 03 | 185.223.253.115:443         468ms     OTHER   0.4000  
362   S5公益优选 | 🇪🇪 爱沙尼亚 14 | 5.181.202.134:443           468ms     OTHER   0.3705  
363   S5公益优选 | 🇩🇰 丹麦 05 | 45.148.31.204:443             468ms     OTHER   0.3602  
364   S5公益优选 | 🇨🇿 捷克 09 | 91.184.250.182:443            468ms     OTHER   0.3477  
365   S5公益优选 | 🇮🇹 意大利 16 | 66.245.204.103:443           468ms     OTHER   0.3195  
366   S5公益优选 | 🇵🇹 葡萄牙 01 | 195.133.92.20:443            469ms     OTHER   0.3757  
367   S5公益优选 | 🇧🇬 保加利亚 20 | 91.247.36.169:8443          469ms     OTHER   0.3631  
368   S5公益优选 | 🇪🇪 爱沙尼亚 15 | 46.36.221.203:443           469ms     OTHER   0.3589  
369   S5公益优选 | 🇱🇻 拉脱维亚 17 | 31.57.29.8:443              469ms     OTHER   0.3457  
370   S5公益优选 | 🇩🇰 丹麦 07 | 45.148.30.11:443              469ms     OTHER   0.3114  
371   S5公益优选 | 🇪🇪 爱沙尼亚 06 | 95.85.243.118:443           470ms     OTHER   0.3635  
372   S5公益优选 | 🇱🇻 拉脱维亚 16 | 31.57.28.140:8443           470ms     OTHER   0.3615  
373   S5公益优选 | 🇫🇮 芬兰 07 | 94.237.39.34:443              470ms     OTHER   0.3417  
374   S5公益优选 | 🇨🇭 瑞士 14 | 38.180.85.203:443             471ms     OTHER   0.3362  
375   S5公益优选 | 🇪🇪 爱沙尼亚 19 | 45.12.28.95:443             471ms     OTHER   0.3191  
376   S5公益优选 | 🇧🇬 保加利亚 06 | 91.215.154.88:443           472ms     OTHER   0.3489  
377   S5公益优选 | 🇪🇪 爱沙尼亚 10 | 185.36.142.88:443           472ms     OTHER   0.3291  
378   S5公益优选 | 🇨🇿 捷克 11 | 91.199.160.188:2053           472ms     OTHER   0.3258  
379   S5公益优选 | 🇸🇪 瑞典 03 | 84.32.99.133:443              473ms     OTHER   0.3863  
380   S5公益优选 | 🇱🇹 立陶宛 08 | 185.80.128.24:8443           473ms     OTHER   0.3839  
381   S5公益优选 | 🇧🇬 保加利亚 17 | 91.247.36.168:443           473ms     OTHER   0.3739  
382   S5公益优选 | 🇧🇬 保加利亚 08 | 91.215.153.143:443          473ms     OTHER   0.3656  
383   天诚优选1 | 宝岛正妹 | TW | 151.242.189.48:8443           473ms     TW      0.3597  
384   S5公益优选 | 🇪🇪 爱沙尼亚 11 | 185.122.185.94:443          473ms     OTHER   0.3024  
385   S5公益优选 | 🇱🇹 立陶宛 03 | 185.34.52.147:443            474ms     OTHER   0.3648  
386   S5公益优选 | 🇧🇬 保加利亚 02 | 78.128.99.216:443           474ms     OTHER   0.3460  
387   TPE-TW                                            474ms     TW      0.3313  
388   S5公益优选 | 🇮🇹 意大利 08 | 5.249.148.85:443             474ms     OTHER   0.3174  
389   S5公益优选 | 战斗毛子 | RU | 185.179.82.246:443           475ms     RU      0.3967  
390   S5公益优选 | 🇧🇬 保加利亚 01 | 185.214.99.241:443          475ms     OTHER   0.3815  
391   S5公益优选 | 🇫🇮 芬兰 13 | 212.147.249.250:443           475ms     OTHER   0.3794  
392   S5公益优选 | 🇪🇪 爱沙尼亚 03 | 2.27.170.209:443            475ms     OTHER   0.3614  
393   S5公益优选 | 🇦🇹 奥地利 20 | 159.195.110.37:443           475ms     OTHER   0.3164  
394   S5公益优选 | 🇫🇮 芬兰 15 | 151.241.229.145:443           475ms     OTHER   0.3144  
395   S5公益优选 | 🇱🇻 拉脱维亚 10 | 195.123.212.80:443          477ms     OTHER   0.3080  
396   S5公益优选 | 🇱🇻 拉脱维亚 14 | 31.58.77.174:443            478ms     OTHER   0.3589  
397   S5公益优选 | 🇫🇮 芬兰 09 | 94.237.18.53:443              478ms     OTHER   0.3112  
398   S5公益优选 | 🇪🇪 爱沙尼亚 02 | 46.36.217.167:443           479ms     OTHER   0.3833  
399   S5公益优选 | 🇱🇻 拉脱维亚 19 | 46.32.187.141:8443          479ms     OTHER   0.3776  
400   S5公益优选 | 🇫🇮 芬兰 16 | 185.20.138.179:8443           479ms     OTHER   0.3734  
401   S5公益优选 | 风车郁金 | NL | 45.91.236.180:443            480ms     NL      0.3703  
402   S5公益优选 | 🇵🇱 波兰 02 | 144.31.2.121:443              480ms     OTHER   0.3344  
403   S5公益优选 | 🇫🇮 芬兰 14 | 212.237.219.99:443            480ms     OTHER   0.3301  
404   S5公益优选 | 🇦🇹 奥地利 01 | 159.195.141.48:8443          480ms     OTHER   0.3226  
405   S5公益优选 | 🇷🇸 塞尔维亚 12 | 185.48.250.113:8443         480ms     OTHER   0.3173  
406   S5公益优选 | 小日本儿 | JP | 45.94.40.102:443             481ms     JP      0.9171  
407   S5公益优选 | 🇱🇻 拉脱维亚 09 | 5.34.209.206:443            481ms     OTHER   0.3877  
408   S5公益优选 | 🇱🇻 拉脱维亚 20 | 62.60.234.29:443            481ms     OTHER   0.3746  
409   S5公益优选 | 🇱🇹 立陶宛 10 | 185.80.129.84:443            481ms     OTHER   0.3520  
410   S5公益优选 | 🇵🇱 波兰 08 | 31.76.94.169:8443             481ms     OTHER   0.3434  
411   S5公益优选 | 🇨🇿 捷克 18 | 109.172.8.48:8443             482ms     OTHER   0.3759  
412   S5公益优选 | 🇫🇮 芬兰 05 | 94.237.8.239:443              482ms     OTHER   0.3568  
413   S5公益优选 | 🇱🇻 拉脱维亚 08 | 195.123.212.222:8443        483ms     OTHER   0.3557  
414   S5公益优选 | 🇱🇹 立陶宛 13 | 188.190.3.42:443             483ms     OTHER   0.3317  
415   S5公益优选 | 🇱🇻 拉脱维亚 15 | 217.60.6.168:443            484ms     OTHER   0.3882  
416   S5公益优选 | 宝岛正妹 | TW | 140.235.39.19:443            484ms     TW      0.3503  
417   S5公益优选 | 🇱🇻 拉脱维亚 13 | 195.135.253.236:443         484ms     OTHER   0.3334  
418   S5公益优选 | 🇫🇮 芬兰 17 | 45.67.202.36:443              484ms     OTHER   0.3076  
419   S5公益优选 | 🇱🇹 立陶宛 02 | 185.80.128.80:443            485ms     OTHER   0.3884  
420   S5公益优选 | 🇭🇺 匈牙利 01 | 37.221.210.113:8443          485ms     OTHER   0.3529  
421   S5公益优选 | 🇸🇪 瑞典 08 | 84.32.99.229:443              485ms     OTHER   0.3332  
422   S5公益优选 | 🇧🇬 保加利亚 16 | 91.247.37.58:443            486ms     OTHER   0.3950  
423   S5公益优选 | 宝岛正妹 | TW | 151.242.189.162:443          486ms     TW      0.3090  
424   S5公益优选 | 🇪🇪 爱沙尼亚 09 | 185.36.140.86:2083          487ms     OTHER   0.3605  
425   S5公益优选 | 🇧🇬 保加利亚 14 | 185.223.253.13:443          488ms     OTHER   0.3841  
426   S5公益优选 | 🇩🇰 丹麦 10 | 193.180.215.69:443            489ms     OTHER   0.4004  
427   S5公益优选 | 🇮🇹 意大利 13 | 80.211.238.227:443           489ms     OTHER   0.3969  
428   S5公益优选 | 🇮🇹 意大利 15 | 85.155.225.63:8443           489ms     OTHER   0.3965  
429   天诚优选1 | 宝岛正妹 | TW | 83.147.12.252:443             490ms     TW      0.3984  
430   S5公益优选 | 🇦🇹 奥地利 02 | 159.195.141.56:8443          490ms     OTHER   0.3298  
431   S5公益优选 | 🇭🇺 匈牙利 02 | 38.180.109.174:443           491ms     OTHER   0.3855  
432   S5公益优选 | 🇦🇹 奥地利 14 | 152.53.19.28:8443            491ms     OTHER   0.3820  
433   S5公益优选 | 🇫🇮 芬兰 02 | 194.180.189.194:443           491ms     OTHER   0.3232  
434   FI-212.237.219.37:443                             492ms     OTHER   0.3532  
435   S5公益优选 | 🇱🇹 立陶宛 04 | 213.252.246.17:8443          492ms     OTHER   0.3120  
436   S5公益优选 | 🇱🇻 拉脱维亚 07 | 5.34.210.31:443             494ms     OTHER   0.3863  
437   S5公益优选 | 🇱🇹 立陶宛 01 | 185.80.128.20:443            494ms     OTHER   0.3748  
438   S5公益优选 | 🇦🇹 奥地利 10 | 152.53.2.213:8443            494ms     OTHER   0.3746  
439   S5公益优选 | 🇧🇬 保加利亚 09 | 194.87.230.132:443          494ms     OTHER   0.3069  
440   S5公益优选 | 🇦🇱 阿尔巴尼亚 04 | 91.239.6.47:443            495ms     OTHER   0.4003  
441   S5公益优选 | 🇪🇪 爱沙尼亚 17 | 95.85.243.240:443           495ms     OTHER   0.3934  
442   S5公益优选 | 🇱🇻 拉脱维亚 18 | 195.135.255.129:2053        495ms     OTHER   0.3768  
443   S5公益优选 | 🇱🇻 拉脱维亚 03 | 194.58.34.139:443           496ms     OTHER   0.3243  
444   S5公益优选 | 🇸🇪 瑞典 02 | 45.82.80.96:443               499ms     OTHER   0.3660  
445   S5公益优选 | 🇨🇭 瑞士 10 | 179.43.156.121:443            499ms     OTHER   0.3248  
446   S5公益优选 | 宝岛正妹 | TW | 151.242.188.209:443          499ms     TW      0.3096  
447   S5公益优选 | 🇱🇹 立陶宛 11 | 213.183.55.153:8443          500ms     OTHER   0.3776  
448   S5公益优选 | 🇷🇴 罗马尼亚 09 | 154.46.31.118:443           501ms     OTHER   0.3185  
449   S5公益优选 | 🇷🇴 罗马尼亚 16 | 178.214.211.48:8443         501ms     OTHER   0.3143  
450   S5公益优选 | 🇱🇻 拉脱维亚 04 | 188.253.19.202:2053         501ms     OTHER   0.3077  
451   天诚优选1 | 战争贩子 | US | 68.64.178.184:443             502ms     US      0.6652  
452   S5公益优选 | 🇦🇹 奥地利 12 | 89.58.61.12:2053             502ms     OTHER   0.3859  
453   S5公益优选 | 🇱🇹 立陶宛 15 | 195.238.126.11:443           502ms     OTHER   0.3671  
454   S5公益优选 | 🇱🇹 立陶宛 06 | 194.135.83.166:8443          502ms     OTHER   0.3401  
455   S5公益优选 | 小日本儿 | JP | 212.135.211.234:443          503ms     JP      0.9922  
456   天诚优选1 | 战争贩子 | US | 38.147.173.136:443            504ms     US      0.6107  
457   S5公益优选 | 土澳袋鼠 | AU | 209.38.82.114:443            505ms     AU      0.3491  
458   S5公益优选 | 港岛茶记 | HK | 207.57.123.31:443            506ms     HK      0.9655  
459   S5公益优选 | 🇷🇴 罗马尼亚 03 | 45.13.38.118:443            506ms     OTHER   0.3664  
460   S5公益优选 | 🇦🇹 奥地利 17 | 159.195.112.45:443           506ms     OTHER   0.3461  
461   S5公益优选 | 土澳袋鼠 | AU | 170.64.232.210:443           506ms     AU      0.3431  
462   S5公益优选 | 宝岛正妹 | TW | 151.242.188.152:443          506ms     TW      0.3340  
463   S5公益优选 | 港岛茶记 | HK | 38.207.177.113:443           507ms     HK      0.9801  
464   S5公益优选 | 宝岛正妹 | TW | 151.242.189.184:443          508ms     TW      0.3630  
465   S5公益优选 | 🇧🇬 保加利亚 11 | 185.232.171.125:8443        508ms     OTHER   0.3577  
466   S5公益优选 | 🇷🇴 罗马尼亚 14 | 85.90.196.38:443            508ms     OTHER   0.3516  
467   S5公益优选 | 🇦🇱 阿尔巴尼亚 03 | 91.239.6.51:8443           508ms     OTHER   0.3123  
468   S5公益优选 | 港岛茶记 | HK | 45.145.228.222:443           509ms     HK      0.9710  
469   S5公益优选 | 土澳袋鼠 | AU | 170.64.237.192:443           509ms     AU      0.3348  
470   天诚优选1 | 宝岛正妹 | TW | 43.213.230.249:443            510ms     TW      0.3619  
471   S5公益优选 | 🇦🇱 阿尔巴尼亚 02 | 89.125.139.115:443         511ms     OTHER   0.3992  
472   SYD-AU                                            511ms     AU      0.3439  
473   S5公益优选 | 🇷🇸 塞尔维亚 06 | 185.48.251.115:443          512ms     OTHER   0.3911  
474   天诚优选1 | 宝岛正妹 | TW | 111.250.40.214:443            512ms     TW      0.3092  
475   天诚优选1 | 泡菜欧巴 | KR | 47.80.61.55:443               512ms     KR      0.3042  
476   S5公益优选 | 🇭🇺 匈牙利 03 | 38.180.225.247:2053          513ms     OTHER   0.3507  
477   天诚优选1 | 战争贩子 | US | 68.64.182.177:443             514ms     US      0.6785  
478   S5公益优选 | 🇸🇪 瑞典 07 | 143.246.195.147:2053          514ms     OTHER   0.3731  
479   S5公益优选 | 🇱🇹 立陶宛 05 | 84.32.209.76:443             514ms     OTHER   0.3244  
480   S5公益优选 | 土澳袋鼠 | AU | 176.97.68.17:443             514ms     AU      0.3181  
481   S5公益优选 | 港岛茶记 | HK | 193.134.211.209:443          516ms     HK      0.9432  
482   S5公益优选 | 🇷🇸 塞尔维亚 11 | 185.48.250.175:443          516ms     OTHER   0.3860  
483   S5公益优选 | 战斗毛子 | RU | 95.130.84.36:2053            516ms     RU      0.3691  
484   S5公益优选 | 土澳袋鼠 | AU | 206.168.133.137:443          516ms     AU      0.3348  
485   S5公益优选 | 🇱🇹 立陶宛 12 | 89.125.248.243:443           516ms     OTHER   0.3290  
486   天诚优选1 | 宝岛正妹 | TW | 83.147.12.20:443              516ms     TW      0.3268  
487   天诚优选1 | 宝岛正妹 | TW | 140.235.39.162:443            518ms     TW      0.3224  
488   天诚优选1 | 宝岛正妹 | TW | 114.32.124.191:443            518ms     TW      0.3098  
489   S5公益优选 | 土澳袋鼠 | AU | 125.7.24.251:443             519ms     AU      0.3168  
490   S5公益优选 | 宝岛正妹 | TW | 151.242.188.249:443          520ms     TW      0.3959  
491   S5公益优选 | 🇮🇹 意大利 09 | 149.154.157.213:443          520ms     OTHER   0.3830  
492   S5公益优选 | 战斗毛子 | RU | 95.130.84.36:8443            520ms     RU      0.3086  
493   洛璃优选 | 韩国 KR | 47.80.57.116:443                   521ms     KR      0.3653  
494   S5公益优选 | 🇷🇸 塞尔维亚 04 | 185.48.250.138:2096         521ms     OTHER   0.3555  
495   S5公益优选 | 泡菜欧巴 | KR | 141.164.35.4:443             521ms     KR      0.3217  
496   S5公益优选 | 🇦🇱 阿尔巴尼亚 01 | 91.239.6.40:443            522ms     OTHER   0.3708  
497   S5公益优选 | 🇷🇸 塞尔维亚 08 | 185.48.250.113:443          522ms     OTHER   0.3466  
498   S5公益优选 | 🇲🇴 澳门 01 | 45.202.246.91:8443            522ms     OTHER   0.3160  
499   S5公益优选 | 战斗毛子 | RU | 93.85.236.9:443              522ms     RU      0.3131  
500   S5公益优选 | 🇷🇴 罗马尼亚 10 | 103.102.229.45:443          524ms     OTHER   0.3521  
501   S5公益优选 | 🇷🇸 塞尔维亚 05 | 185.48.250.138:443          525ms     OTHER   0.3240  
502   洛璃优选 | 韩国 KR | 43.108.46.150:8443                 526ms     KR      0.3595  
503   S5公益优选 | 泡菜欧巴 | KR | 13.124.169.29:443            526ms     KR      0.3474  
504   S5公益优选 | 🇷🇴 罗马尼亚 19 | 81.180.92.55:443            526ms     OTHER   0.3315  
505   S5公益优选 | 战斗毛子 | RU | 83.147.255.88:443            527ms     RU      0.3094  
506   S5公益优选 | 港岛茶记 | HK | 2.27.109.62:443              528ms     HK      0.9039  
507   S5公益优选 | 泡菜欧巴 | KR | 158.247.224.240:443          528ms     KR      0.3458  
508   S5公益优选 | 港岛茶记 | HK | 116.49.177.246:8443          530ms     HK      0.9012  
509   S5公益优选 | 泡菜欧巴 | KR | 64.176.230.12:443            530ms     KR      0.3690  
510   S5公益优选 | 🇷🇸 塞尔维亚 01 | 38.180.239.173:443          530ms     OTHER   0.3521  
511   S5公益优选 | 🇷🇸 塞尔维亚 09 | 130.49.163.54:2053          530ms     OTHER   0.3345  
512   KR-110.10.178.240:443                             532ms     KR      0.3880  
513   S5公益优选 | 🇨🇿 捷克 15 | 188.127.247.6:443             532ms     OTHER   0.3579  
514   S5公益优选 | 港岛茶记 | HK | 91.213.186.115:443           533ms     HK      0.9890  
515   天诚优选1 | 泡菜欧巴 | KR | 54.180.141.246:443            533ms     KR      0.3958  
516   S5公益优选 | 泡菜欧巴 | KR | 141.164.49.98:443            533ms     KR      0.3860  
517   S5公益优选 | 宝岛正妹 | TW | 82.152.91.210:443            533ms     TW      0.3257  
518   S5公益优选 | 🇷🇴 罗马尼亚 17 | 82.152.132.14:443           533ms     OTHER   0.3051  
519   S5公益优选 | 烤肉火鸡 | TR | 185.181.208.241:8443         534ms     TR      0.3701  
520   天诚优选1 | 泡菜欧巴 | KR | 158.247.222.168:443           534ms     KR      0.3401  
521   S5公益优选 | 🇷🇸 塞尔维亚 02 | 38.244.190.206:443          536ms     OTHER   0.3823  
522   S5公益优选 | 🇷🇸 塞尔维亚 07 | 195.133.18.146:443          537ms     OTHER   0.3919  
523   S5公益优选 | 烤肉火鸡 | TR | 185.219.132.27:443           537ms     TR      0.3385  
524   HK [高速 by Jz 34M]                                 538ms     HK      0.9147  
525   天诚优选1 | 宝岛正妹 | TW | 85.237.207.126:443            538ms     TW      0.3696  
526   S5公益优选 | 🇲🇩 摩尔多瓦 01 | 93.185.165.175:8443         538ms     OTHER   0.3391  
527   S5公益优选 | 🇪🇪 爱沙尼亚 01 | 185.4.72.110:8443           538ms     OTHER   0.3190  
528   S5公益优选 | 🇷🇴 罗马尼亚 07 | 82.152.132.52:443           538ms     OTHER   0.3099  
529   S5公益优选 | 🇳🇴 挪威 01 | 144.31.217.95:443             539ms     OTHER   0.3857  
530   S5公益优选 | 烤肉火鸡 | TR | 104.143.204.237:443          542ms     TR      0.3096  
531   洛璃优选 | 中国香港 HK | 43.175.131.30:443                543ms     HK      0.9927  
532   S5公益优选 | 港岛茶记 | HK | 38.207.178.173:2087          544ms     HK      0.9304  
533   S5公益优选 | 🇷🇸 塞尔维亚 10 | 130.49.163.54:8443          544ms     OTHER   0.3156  
534   S5公益优选 | 🇲🇩 摩尔多瓦 04 | 85.121.176.226:443          545ms     OTHER   0.3856  
535   S5公益优选 | 港岛茶记 | HK | 209.33.166.199:443           546ms     HK      0.9773  
536   S5公益优选 | 港岛茶记 | HK | 149.104.25.194:443           548ms     HK      0.9935  
537   HKG-HK-31                                         548ms     HK      0.9537  
538   S5公益优选 | 烤肉火鸡 | TR | 185.39.204.17:443            549ms     TR      0.3865  
539   洛璃优选 | 中国香港 HK | 43.168.16.112:443                551ms     HK      0.9685  
540   S5公益优选 | 战斗毛子 | RU | 217.114.43.99:443            552ms     RU      0.3541  
541   S5公益优选 | 🇲🇩 摩尔多瓦 03 | 94.103.188.145:443          552ms     OTHER   0.3497  
542   S5公益优选 | 🇬🇷 希腊 05 | 85.90.197.157:443             552ms     OTHER   0.3309  
543   S5公益优选 | 战斗毛子 | RU | 193.233.90.139:443           553ms     RU      0.3019  
544   HKG-HK-37                                         555ms     HK      0.9961  
545   天诚优选1 | 宝岛正妹 | TW | 154.40.60.193:443             555ms     TW      0.3306  
546   S5公益优选 | 🇬🇷 希腊 07 | 85.90.197.156:443             555ms     OTHER   0.3168  
547   天诚优选1 | 泡菜欧巴 | KR | 47.80.63.243:443              556ms     KR      0.3778  
548   S5公益优选 | 烤肉火鸡 | TR | 212.115.103.222:8443         556ms     TR      0.3273  
549   S5公益优选 | 🇸🇪 瑞典 15 | 89.22.227.112:443             558ms     OTHER   0.3539  
550   S5公益优选 | 🇷🇴 罗马尼亚 05 | 82.152.132.57:443           560ms     OTHER   0.3593  
551   S5公益优选 | 🇷🇴 罗马尼亚 11 | 185.39.30.18:2087           560ms     OTHER   0.3557  
552   HK-45.149.186.55:443                              561ms     HK      0.9998  
553   天诚优选1 | 港岛茶记 | HK | 138.252.80.70:443             564ms     HK      0.9903  
554   S5公益优选 | 🇬🇷 希腊 03 | 85.90.197.158:443             565ms     OTHER   0.3355  
555   S5公益优选 | 大嘤帝国 | UK | 45.77.57.122:443             566ms     UK      0.3839  
556   KR-123.111.169.70:2053                            566ms     KR      0.3144  
557   S5公益优选 | 印加坡县 | SG | 89.28.239.171:443            567ms     SG      0.9503  
558   S5公益优选 | 印加坡县 | SG | 139.162.61.198:443           567ms     SG      0.9042  
559   洛璃优选 | 韩国 KR | 168.110.121.126:8443               567ms     KR      0.3851  
560   S5公益优选 | 🇬🇷 希腊 04 | 91.250.248.68:443             568ms     OTHER   0.3579  
561   S5公益优选 | 🇷🇴 罗马尼亚 08 | 82.152.132.50:443           568ms     OTHER   0.3273  
562   S5公益优选 | 🇷🇴 罗马尼亚 15 | 178.214.211.99:443          569ms     OTHER   0.3504  
563   S5公益优选 | 印加坡县 | SG | 139.162.17.105:443           570ms     SG      0.9184  
564   S5公益优选 | 🇲🇰 北马其顿 01 | 89.185.82.188:443           570ms     OTHER   0.3336  
565   S5公益优选 | 🇫🇮 芬兰 06 | 45.136.175.97:443             570ms     OTHER   0.3078  
566   S5公益优选 | 🇷🇸 塞尔维亚 03 | 38.180.100.80:443           572ms     OTHER   0.3997  
567   S5公益优选 | 印加坡县 | SG | 172.105.121.230:443          573ms     SG      0.9914  
568   S5公益优选 | 港岛茶记 | HK | 2.27.109.35:443              573ms     HK      0.9665  
569   S5公益优选 | 🇷🇴 罗马尼亚 06 | 45.13.38.36:2053            573ms     OTHER   0.3916  
570   SIN-SG                                            574ms     SG      0.9758  
571   S5公益优选 | 🇷🇴 罗马尼亚 12 | 185.39.30.18:8443           574ms     OTHER   0.3606  
572   S5公益优选 | 🇷🇴 罗马尼亚 13 | 85.90.196.11:443            574ms     OTHER   0.3179  
573   天诚优选1 | 印加坡县 | SG | 89.34.227.105:2053            575ms     SG      0.9456  
574   天诚优选1 | 港岛茶记 | HK | 175.29.23.114:443             575ms     HK      0.9259  
575   S5公益优选 | 烤肉火鸡 | TR | 62.60.233.121:443            575ms     TR      0.3287  
576   S5公益优选 | 🇨🇭 瑞士 16 | 31.7.56.138:443               575ms     OTHER   0.3158  
577   S5公益优选 | 印加坡县 | SG | 172.104.49.9:443             576ms     SG      0.9732  
578   S5公益优选 | 🇸🇪 瑞典 06 | 64.188.81.151:443             576ms     OTHER   0.3878  
579   S5公益优选 | 🇷🇴 罗马尼亚 18 | 185.104.181.228:443         576ms     OTHER   0.3365  
580   S5公益优选 | 印加坡县 | SG | 172.237.81.164:443           577ms     SG      0.9582  
581   S5公益优选 | 印加坡县 | SG | 43.160.254.163:443           577ms     SG      0.9406  
582   天诚优选1 | 印加坡县 | SG | 217.116.170.32:443            577ms     SG      0.9292  
583   S5公益优选 | 战斗毛子 | RU | 157.22.185.45:2053           577ms     RU      0.3653  
584   S5公益优选 | 港岛茶记 | HK | 91.213.186.189:443           578ms     HK      0.9620  
585   天诚优选1 | 泡菜欧巴 | KR | 168.107.56.181:443            578ms     KR      0.3937  
586   S5公益优选 | 印加坡县 | SG | 139.162.60.149:443           579ms     SG      0.9558  
587   S5公益优选 | 🇷🇴 罗马尼亚 02 | 45.11.181.161:443           579ms     OTHER   0.3078  
588   S5公益优选 | 印加坡县 | SG | 172.104.186.18:8443          580ms     SG      0.9331  
589   SG-129.212.239.183:443                            581ms     SG      0.9858  
590   S5公益优选 | 印加坡县 | SG | 172.104.60.181:8443          581ms     SG      0.9725  
591   S5公益优选 | 战斗毛子 | RU | 5.188.26.53:443              581ms     RU      0.3381  
592   S5公益优选 | 印加坡县 | SG | 172.104.59.228:8443          583ms     SG      0.9027  
593   S5公益优选 | 🇫🇮 芬兰 08 | 109.107.190.100:443           583ms     OTHER   0.3730  
594   S5公益优选 | 战斗毛子 | RU | 161.104.44.138:443           584ms     RU      0.3871  
